Component,Department,Name,Title,Email,Street Address 1,Street Address 2,City,State,Zip code,Telephone,Fax
"Region VI (Texas, Arkansas, Louisiana, New Mexico and Oklahoma)",Department of Housing and Urban Development,Leslie Bradley,FOIA Public Liaison,Leslieann.Bradley@hud.gov,"FOIA Public Liaison, Suite 2500 Unit #45",801 Cherry Street,Ft. Worth,TX,76102,(817) 978-9406,817-978-5669
"Region VI (Texas, Arkansas, Louisiana, New Mexico and Oklahoma)",Department of Housing and Urban Development,Scott C. Hudman,FOIA Liaison,Scott.C.Hudman@hud.gov,"FOIA Public Liaison, Suite 2500 Unit #45",801 Cherry Street,Ft. Worth,TX,76102,(713) 718-3107,817-978-5669
"Region VII (Kansas City, Des Moines, Omaha, St. Louis)",Department of Housing and Urban Development,,,Bradley.E.Streeter@hud.gov,"Fredrick D. Brisco, Regional FOIA Liaison",400 State Avenue	,Kansas City,KS,66101,913-551-5462,913-551-5469
"Region VII (Kansas City, Des Moines, Omaha, St. Louis)",Department of Housing and Urban Development,Bruce L. Ladd,FOIA Public Liaison,bruce.l.ladd@hud.gov,"Fredrick D. Brisco, Regional FOIA Liaison",400 State Avenue	,Kansas City,KS,66101,913-551-5537,913-551-5469
"Region VII (Kansas City, Des Moines, Omaha, St. Louis)",Department of Housing and Urban Development,Fredrick D. Brisco,Regional FOIA Liaison,Fredrick.D.Brisco@hud.gov,"Fredrick D. Brisco, Regional FOIA Liaison",400 State Avenue	,Kansas City,KS,66101,"(913) 551-5537, (913)551-5585",913-551-5469
Region VIII (Denver),Department of Housing and Urban Development,Crystal Kelley,Regional FOIA Liaison,Crystal.M.Kelley@hud.gov,1670 Broadway ,25th Floor,Denver,CO,80202-4801,303-672-5021,303-672-2150
Region VIII (Denver),Department of Housing and Urban Development,Geoffrey A. Hickox,FOAI Public Liaison,geoffrey.a.hickox@hud.gov,1670 Broadway ,25th Floor,Denver,CO,80202-4801,(303) 672-1632,303-672-2150
Region VIII (Denver),Department of Housing and Urban Development,Samantha H. Mareno,FOIA Liaison,Samantha.h.mareno@hud.gov,1670 Broadway ,25th Floor,Denver,CO,80202-4801,303 ) 672-5247 ,303-672-2150
"Region X (Seattle, Anchorage, Portland)",Department of Housing and Urban Development,,,,"Michael Look, FOIA Public Liaison, Suite 200",909 First Avenue,Seattle,WA,98104-1000,206-220-5101,206-220-5108
"Region X (Seattle, Anchorage, Portland)",Department of Housing and Urban Development,Hamdi Mohamed,FOIA Specilaist,Hamdi.A.Mohamed@hud.go,"Michael Look, FOIA Public Liaison, Suite 200",909 First Avenue,Seattle,WA,98104-1000,206-220-5362,206-220-5108
"Region X (Seattle, Anchorage, Portland)",Department of Housing and Urban Development,Michael Look,FOIA Public Liaison,Michael.S.Look@hud.gov,"Michael Look, FOIA Public Liaison, Suite 200",909 First Avenue,Seattle,WA,98104-1000,206-220-5359,206-220-5108
"Region X (Seattle, Anchorage, Portland)",Department of Housing and Urban Development,Thomas R. Langehaug,Regional FOIA Liaison,Thomas.R.Langehaug@hud.gov,"Michael Look, FOIA Public Liaison, Suite 200",909 First Avenue,Seattle,WA,98104-1000,"206-220-5358, (415) 489-3480",206-220-5108
Antitrust Division,Department of Justice,,,,"Laura Starling, Acting Chief, FOIA/PA Unit, Liberty Square Building","Suite 1000, 450 5th Street, NW",Washington,DC,20530-0001,202-514-2692,202-616-4529
Antitrust Division,Department of Justice,Tonya Kirksey,,,"Laura Starling, Acting Chief, FOIA/PA Unit, Liberty Square Building","Suite 1000, 450 5th Street, NW",Washington,DC,20530-0001,202-514-2692,202-616-4529
"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Department of Justice,,,,"Adam C. Siple, Division Chief, Room 4.E-301","99 New York Avenue, NE",Washington,DC,20226,202-648-8740,202-648-9619
"Bureau of Alcohol, Tobacco, Firearms, and Explosives",Department of Justice,Lynette Carter,,,"Adam C. Siple, Division Chief, Room 4.E-301","99 New York Avenue, NE",Washington,DC,20226,202-648-7390,202-648-9619
Civil Division,Department of Justice,,,,"Civil Division, FOIA and Privacy Office","1100 L Street, NW, Room 8314",Washington,DC,20035,202-514-2319,202-514-7866
Civil Division,Department of Justice,Stephanie Logan,,,"Civil Division, FOIA and Privacy Office","1100 L Street, NW, Room 8314",Washington,DC,20035,202-514-2319,202-514-7866
Civil Rights Division,Department of Justice,,,,"Kilian Kagle, Chief, 4CON, Room 6.153","950 Pennsylvania Avenue, NW",Washington,DC,20530,,202-514-6195
Civil Rights Division,Department of Justice,,,,"Kilian Kagle, Chief, 4CON, Room 6.153","950 Pennsylvania Avenue, NW",Washington,DC,20530,202-514-4210,202-514-6195
Civil Rights Division,Department of Justice,April Freeman,,,"Kilian Kagle, Chief, 4CON, Room 6.153","950 Pennsylvania Avenue, NW",Washington,DC,20530,202-514-4210,202-514-6195
Community Relations Service,Department of Justice,,,,"Tiffanie Tinsley, FOIA/PA Coordinator, Suite 5E300","2 Constitution Square, 145 N St., NE",Washington,DC,20530,,
Community Relations Service,Department of Justice,,,,"Tiffanie Tinsley, FOIA/PA Coordinator, Suite 5E300","2 Constitution Square, 145 N St., NE",Washington,DC,20530,202-305-2935,
Community Relations Service,Department of Justice,Tiffanie Tinsley,,,"Tiffanie Tinsley, FOIA/PA Coordinator, Suite 5E300","2 Constitution Square, 145 N St., NE",Washington,DC,20530,202-307-5116,
Criminal Division,Department of Justice,,,,"Christina Butler Acting Chief, FOIA/PA Unit","Room 803, Keeney Building 950 Pennsylvania Avenue, N.W.",Washington,DC,20530-0001,202-616-0307,202-514-6117
Criminal Division,Department of Justice,Alison Epstein,,,"Christina Butler Acting Chief, FOIA/PA Unit","Room 803, Keeney Building 950 Pennsylvania Avenue, N.W.",Washington,DC,20530-0001,202-616-0307,202-514-6117
Drug Enforcement Administration,Department of Justice,,,DEA.FOIA@usdoj.gov,"Angela C. Davis, Chief, Freedom of Information and Privacy Act Section",8701 Morrissette Drive,Springfield,VA,22152,571-776-2300,
Drug Enforcement Administration,Department of Justice,Deshelia Wallace, FOIA Public Liaison,,"Angela C. Davis, Chief, Freedom of Information and Privacy Act Section",8701 Morrissette Drive,Springfield,VA,22152,571-776-2300 ,
Environment and Natural Resources Division,Department of Justice,,,,"Charles Smiroldo, FOIA Coordinator, Law and Policy Section","P.O. Box 7415, Ben Franklin Station",Washington,DC,20044-7415,202-514-0424,202-514-4231
Environment and Natural Resources Division,Department of Justice,Charles Smiroldo,,,"Charles Smiroldo, FOIA Coordinator, Law and Policy Section","P.O. Box 7415, Ben Franklin Station",Washington,DC,20044-7415,202-514-0424,202-514-4231
Executive Office for Immigration Review,Department of Justice,,,EOIR.FOIARequests@usdoj.gov,"Executive Office for Immigration Review, FOIA Service Center","5107 Leesburg Pike, Suite 2150",Falls Church,VA,22041,703-605-1297,
Executive Office for Immigration Review,Department of Justice,Crystal Souza,,EOIR.FOIARequests@usdoj.gov,"Executive Office for Immigration Review, FOIA Service Center","5107 Leesburg Pike, Suite 2150",Falls Church,VA,22041,703-605-1297,
Executive Office for Immigration Review,Department of Justice,Joseph Schaaf,Supervisory Attorney,,"Executive Office for Immigration Review, FOIA Service Center","5107 Leesburg Pike, Suite 2150",Falls Church,VA,22041,,
Executive Office for Organized Crime Drug Enforcement Task Forces,Department of Justice,,,ocdetf.foia@usdoj.gov,"441 G Street NW, Suite 6B13",,Washington,DC,20530,(202) 514-0296,
Executive Office for Organized Crime Drug Enforcement Task Forces,Department of Justice,Kristin Brudy-Everett ,,ocdetf.foia@usdoj.gov,"441 G Street NW, Suite 6B13",,Washington,DC,20530,202-514-0296,
Executive Office for United States Attorneys,Department of Justice,,,,"Kevin Krebs, Assistant Director, FOIA/Privacy Unit","175 N Street, NE, Suite 5.400",Washington,DC,20530-0001,202-252-6020,202-252-6048
Executive Office for United States Attorneys,Department of Justice,Arla Witte-Simpson,,,"Kevin Krebs, Assistant Director, FOIA/Privacy Unit","175 N Street, NE, Suite 5.400",Washington,DC,20530-0001,202-252-6036,202-252-6048
Executive Office for United States Trustees,Department of Justice,,,,"Randi Meth, FOIA Counsel, Office of the General Counsel","441 G Street, NW, Suite 6150",Washington,DC,20530,202-307-1399,202-307-2397
Executive Office for United States Trustees,Department of Justice,Larry Wahlquist,,,"Randi Meth, FOIA Counsel, Office of the General Counsel","441 G Street, NW, Suite 6150",Washington,DC,20530,202-307-1399,202-307-2397
Federal Bureau of Investigation,Department of Justice,,,,"Michael G. Seidel, Section Chief, Record/Information Dissemination Section",200 Constitution Drive,Winchester,VA,22602,540-868-4593,540-868-4997
Federal Bureau of Investigation,Department of Justice,Shannon Hammer,,,"Michael G. Seidel, Section Chief, Record/Information Dissemination Section",200 Constitution Drive,Winchester,VA,22602,540-868-2101,540-868-4997
Federal Bureau of Prisons,Department of Justice,,,,"Eugene Baime, Supervisory Attorney, Room 924, HOLC Building","320 First Street, NW",Washington,DC,20534,202-616-7750,
Federal Bureau of Prisons,Department of Justice,Kara Christenson,,,"Eugene Baime, Supervisory Attorney, Room 924, HOLC Building","320 First Street, NW",Washington,DC,20534,202-616-7750,
Foreign Claims Settlement Commission,Department of Justice,,,,"Jeremy LaFrancois, Chief Administrative Counsel, Room 6330","441 G Street, NW ",Washington,DC,20579,202-616-6975,202-616-6993
Foreign Claims Settlement Commission,Department of Justice,Jeremy LaFrancois,,,"Jeremy LaFrancois, Chief Administrative Counsel, Room 6330","441 G Street, NW ",Washington,DC,20579,202-616-6975,202-616-6993
INTERPOL-United States National Central Bureau,Department of Justice,,,,INTERPOL Washington,U.S. Department of Justice,Washington,DC,20530-0001,202-616-0201,
INTERPOL-United States National Central Bureau,Department of Justice,Jessica Younger ,,,INTERPOL Washington,U.S. Department of Justice,Washington,DC,20530-0001,202-616-0201,
Justice Management Division,Department of Justice,,,,"Daniel Wagner, FOIA Contact, Room 1111 RFK",950 Pennsylvania Avenue NW,Washington,DC,20530-0001,(202) 616-0253,202-616-6695
Justice Management Division,Department of Justice,Daniel Wagner,,,"Daniel Wagner, FOIA Contact, Room 1111 RFK",950 Pennsylvania Avenue NW,Washington,DC,20530-0001,(202) 616-0253,202-616-6695
National Security Division,Department of Justice,,,,"Arnetta Mallory, Government Information Specialist, 3 Constitution Square","175 N Street N.E., 12th Floor",Washington,DC,20530,202-233-2639,
National Security Division,Department of Justice,David O'Dowd,,,"Arnetta Mallory, Government Information Specialist, 3 Constitution Square","175 N Street N.E., 12th Floor",Washington,DC,20530,202-305-4195,
Office for Access to Justice,Department of Justice,Landis McEachin,,ATJ.FOIA@usdoj.gov,"950 Pennsylvania Ave., NW ","Rm. 3341, RFK Main Bldg.",Washington,DC,20530,202-531-6635,
Office of Community Oriented Policing Services,Department of Justice,,,,"Nicole Lee, FOIA Officer, Legal Division, Two Constitution Square","145 N Street, NE",Washington,DC,20530-0001,202-514-1873,202-514-3456
Office of Community Oriented Policing Services,Department of Justice,Melissa FieriFetrow,,,"Nicole Lee, FOIA Officer, Legal Division, Two Constitution Square","145 N Street, NE",Washington,DC,20530-0001,202-514-1873,202-514-3456
Office of Information Policy,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff","441 G St, NW, 6th Floor ",Washington,DC,20530,202-514-3642,202-514-1009
Office of Information Policy,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff","441 G St, NW, 6th Floor ",Washington,DC,20530,202-514-3642,202-514-1009
Office of Justice Programs,Department of Justice,,,,"Monica Potter-Johnson, FOIA Officer, Room 5400","810 7th Street, NW",Washington,DC,20531,202-307-6235,202-307-1419
Office of Justice Programs,Department of Justice,Charlotte Grzebien,,,"Monica Potter-Johnson, FOIA Officer, Room 5400","810 7th Street, NW",Washington,DC,20531,(202) 307-6235  ,202-307-1419
Office of Legal Counsel,Department of Justice,,,,"Melissa Golden, Lead Paralegal and FOIA Specialist, Room 5517","950 Pennsylvania Avenue, NW",Washington,DC,20530-0001,202-514-2053,
Office of Legal Counsel,Department of Justice,Melissa Golden,,,"Melissa Golden, Lead Paralegal and FOIA Specialist, Room 5517","950 Pennsylvania Avenue, NW",Washington,DC,20530-0001,202-514-2053,
Office of Legal Policy,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of Legal Policy,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of Legislative Affairs,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of Legislative Affairs,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of Professional Responsibility,Department of Justice,,,,"Carmen Smith Carter, Assistant Counsel for the Freedom of Information and Privacy Acts, Suite 3241","950 Pennsylvania Avenue, NW",Washington,DC,20530,202-514-3365,202-514-5050
Office of Professional Responsibility,Department of Justice,Annette Wormley,,,"Carmen Smith Carter, Assistant Counsel for the Freedom of Information and Privacy Acts, Suite 3241","950 Pennsylvania Avenue, NW",Washington,DC,20530,202-514-3365,202-514-5050
Office of Public Affairs,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of Public Affairs,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of the Associate Attorney General,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of the Associate Attorney General,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of the Attorney General,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of the Attorney General,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of the Deputy Attorney General,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of the Deputy Attorney General,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff, 6th Floor","441 G St, NW",Washington,DC,20530-0001,202-514-3642,202-514-1009
Office of the Executive Secretariat,Department of Justice,,,,"Douglas Hibbard, Chief, Initial Request Staff","441 G St, NW, 6th Floor ",Washington,DC,20530,202-514-3642,202-514-1009
Office of the Executive Secretariat,Department of Justice,Valeree Villanueva,FOIA Public Liaison,,"Douglas Hibbard, Chief, Initial Request Staff","441 G St, NW, 6th Floor ",Washington,DC,20530,202-514-3642,202-514-1009
Office of the Inspector General,Department of Justice,,,,"Deborah M. Waller, Government Information Specialist, Room 4726","950 Pennsylvania Avenue, NW",Washington,DC,20530,202-616-0646,202-616-9152
Office of the Inspector General,Department of Justice,Deborah M. Waller,,,"Deborah M. Waller, Government Information Specialist, Room 4726","950 Pennsylvania Avenue, NW",Washington,DC,20530,202-616-0646,202-616-9152
Office of the Pardon Attorney,Department of Justice,,,,"Rosalind Sargent-Burns, Senior Deputy Attorney, Office of the Pardon Attorney, U.S. Department of Justice","950 Pennsylvania Avenue, N.W.",Washington,DC,20530,202-616-6070,202-616-6069
Office of the Pardon Attorney,Department of Justice,,,,"Rosalind Sargent-Burns, Senior Deputy Attorney, Office of the Pardon Attorney, U.S. Department of Justice","950 Pennsylvania Avenue, N.W.",Washington,DC,20530,202-616-6070,202-616-6069
Office of the Solicitor General,Department of Justice,,,,"Valerie Yancey, FOIA Officer and Executive Officer","950 Pennsylvania Avenue, NW, Room 6627",Washington,DC,20530-0001,202-616-9406,
